Record ID,Agency Code,Agency_Name,Agency_Type,City,State,Year,Month,Incident,Crime_Type,Crime Solved,Victim_Sex,Victim Age,Victim Race,Victim Ethnicity,Perpetrator Sex,Perpetrator Age,Perpetrator Race,Perpetrator Ethnicity,Relationship,Weapon,Victim Count,Perpetrator Count,Record Source
1,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,January,1,Murder or Manslaughter,Yes,Male,14,Native American/Alaska Native,Unknown,Male,15,Native American/Alaska Native,Unknown,Acquaintance,Blunt Object,0,0,FBI
2,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,March,1,Murder or Manslaughter,Yes,Male,43,White,Unknown,Male,42,White,Unknown,Acquaintance,Strangulation,0,0,FBI
3,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,March,2,Murder or Manslaughter,No,Female,30,Native American/Alaska Native,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
4,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,April,1,Murder or Manslaughter,Yes,Male,43,White,Unknown,Male,42,White,Unknown,Acquaintance,Strangulation,0,0,FBI
5,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,April,2,Murder or Manslaughter,No,Female,30,Native American/Alaska Native,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,1,FBI
6,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,May,1,Murder or Manslaughter,Yes,Male,30,White,Unknown,Male,36,White,Unknown,Acquaintance,Rifle,0,0,FBI
7,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,May,2,Murder or Manslaughter,Yes,Female,42,Native American/Alaska Native,Unknown,Male,27,Black,Unknown,Wife,Knife,0,0,FBI
8,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,June,1,Murder or Manslaughter,Yes,Female,99,White,Unknown,Male,35,White,Unknown,Wife,Knife,0,0,FBI
9,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,June,2,Murder or Manslaughter,No,Male,32,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
10,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,June,3,Murder or Manslaughter,Yes,Male,38,White,Unknown,Male,40,Unknown,Unknown,Unknown,Firearm,0,1,FBI
11,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,July,1,Murder or Manslaughter,No,Male,36,Native American/Alaska Native,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,1,FBI
12,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,July,2,Murder or Manslaughter,Yes,Male,20,White,Unknown,Male,49,White,Unknown,Stranger,Shotgun,0,0,FBI
15,AK00101,Anchorage,Municipal Police,Anchorage,Alaska,1980,August,2,Murder or Manslaughter,No,Male,48,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
27,AKASP00,Alaska State Police,State Police,Juneau,Alaska,1980,February,1,Murder or Manslaughter,No,Male,27,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
33,AKASP00,Alaska State Police,State Police,Juneau,Alaska,1980,July,1,Murder or Manslaughter,No,Male,25,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
34,AKASP00,Alaska State Police,State Police,Juneau,Alaska,1980,July,2,Murder or Manslaughter,No,Male,24,Native American/Alaska Native,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
35,AKASP00,Alaska State Police,State Police,Juneau,Alaska,1980,July,3,Murder or Manslaughter,No,Male,33,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
39,AKASP00,Alaska State Police,State Police,Juneau,Alaska,1980,October,2,Murder or Manslaughter,No,Female,22,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
56,AL00100,Jefferson,Sheriff,Jefferson,Alabama,1980,August,1,Murder or Manslaughter,No,Male,29,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,1,FBI
60,AL00100,Jefferson,Sheriff,Jefferson,Alabama,1980,October,1,Murder or Manslaughter,No,Male,23,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
96,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,March,5,Murder or Manslaughter,No,Male,30,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
112,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,June,4,Murder or Manslaughter,No,Female,31,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
114,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,June,6,Murder or Manslaughter,No,Female,40,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
115,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,June,7,Murder or Manslaughter,No,Male,40,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,1,FBI
133,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,August,9,Murder or Manslaughter,No,Male,50,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
135,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,August,11,Murder or Manslaughter,No,Male,70,White,Not Hispanic,Unknown,0,Unknown,Unknown,Stranger,Shotgun,0,1,FBI
137,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,September,2,Murder or Manslaughter,No,Female,74,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
144,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,October,6,Murder or Manslaughter,No,Male,30,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Shotgun,0,1,FBI
148,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,October,10,Murder or Manslaughter,No,Male,25,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
149,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,October,11,Murder or Manslaughter,No,Female,24,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
153,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,November,4,Murder or Manslaughter,No,Female,76,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Knife,0,1,FBI
156,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,November,7,Murder or Manslaughter,No,Male,60,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,1,FBI
159,AL00102,Birmingham,Municipal Police,Jefferson,Alabama,1980,December,4,Murder or Manslaughter,No,Male,40,Black,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Shotgun,0,1,FBI
178,AL00200,Mobile,Sheriff,Mobile,Alabama,1980,January,1,Murder or Manslaughter,No,Male,29,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
184,AL00200,Mobile,Sheriff,Mobile,Alabama,1980,March,3,Murder or Manslaughter,No,Male,65,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
198,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,February,1,Murder or Manslaughter,No,Male,37,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,1,FBI
210,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,May,1,Murder or Manslaughter,No,Female,18,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
211,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,May,2,Murder or Manslaughter,No,Male,63,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,1,FBI
213,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,May,4,Murder or Manslaughter,No,Male,29,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
215,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,May,6,Murder or Manslaughter,No,Female,45,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
229,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,September,3,Murder or Manslaughter,No,Female,19,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,1,FBI
234,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,October,2,Murder or Manslaughter,No,Male,43,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,1,FBI
237,AL00201,Mobile,Municipal Police,Mobile,Alabama,1980,October,5,Murder or Manslaughter,No,Male,65,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,1,FBI
253,AL00202,Prichard,Municipal Police,Mobile,Alabama,1980,April,1,Murder or Manslaughter,No,Male,59,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Shotgun,0,1,FBI
259,AL00202,Prichard,Municipal Police,Mobile,Alabama,1980,October,1,Murder or Manslaughter,No,Male,21,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
262,AL00203,Chickasaw,Municipal Police,Mobile,Alabama,1980,May,1,Murder or Manslaughter,No,Male,39,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
280,AL00301,Montgomery,Municipal Police,Montgomery,Alabama,1980,May,1,Murder or Manslaughter,No,Female,65,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
281,AL00301,Montgomery,Municipal Police,Montgomery,Alabama,1980,May,2,Murder or Manslaughter,No,Male,52,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
303,AL00301,Montgomery,Municipal Police,Montgomery,Alabama,1980,December,3,Murder or Manslaughter,No,Male,68,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Knife,0,0,FBI
346,AL01800,Cleburne,Sheriff,Cleburne,Alabama,1980,January,1,Murder or Manslaughter,No,Male,79,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,3,1,FBI
347,AL01800,Cleburne,Sheriff,Cleburne,Alabama,1980,January,1,Murder or Manslaughter,No,Female,77,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,3,1,FBI
348,AL01800,Cleburne,Sheriff,Cleburne,Alabama,1980,January,1,Murder or Manslaughter,No,Female,63,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,3,1,FBI
349,AL01800,Cleburne,Sheriff,Cleburne,Alabama,1980,January,1,Murder or Manslaughter,No,Male,99,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,3,1,FBI
364,AL02500,Cullman,Sheriff,Cullman,Alabama,1980,June,1,Murder or Manslaughter,No,Female,31,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
369,AL02700,Dallas,Sheriff,Dallas,Alabama,1980,March,1,Murder or Manslaughter,No,Male,47,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Shotgun,0,0,FBI
373,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,October,1,Murder or Manslaughter,Yes,Female,56,White,Not Hispanic,Male,65,White,Not Hispanic,Family,Handgun,2,0,FBI
374,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,October,1,Murder or Manslaughter,Yes,Male,4,White,Not Hispanic,Male,65,White,Not Hispanic,Family,Handgun,2,0,FBI
375,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,January,1,Murder or Manslaughter,Yes,Male,34,Black,Unknown,Male,39,Black,Unknown,Acquaintance,Knife,0,0,FBI
376,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,April,1,Murder or Manslaughter,Yes,Male,31,White,Unknown,Female,49,White,Unknown,Acquaintance,Handgun,0,0,FBI
377,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,June,1,Murder or Manslaughter,Yes,Male,29,Black,Unknown,Male,42,Black,Unknown,Acquaintance,Rifle,0,0,FBI
378,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,29,White,Unknown,Male,34,White,Unknown,Acquaintance,Handgun,0,0,FBI
379,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,July,2,Murder or Manslaughter,Yes,Male,26,White,Unknown,Male,27,White,Unknown,Acquaintance,Rifle,0,0,FBI
380,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,September,1,Murder or Manslaughter,No,Female,56,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,1,FBI
381,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,September,2,Murder or Manslaughter,No,Female,40,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Strangulation,0,1,FBI
382,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,October,1,Murder or Manslaughter,Yes,Male,0,White,Not Hispanic,Male,65,White,Not Hispanic,Family,Handgun,2,0,FBI
383,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,October,2,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,25,Black,Not Hispanic,In-Law,Shotgun,0,0,FBI
384,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,October,4,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,25,Black,Not Hispanic,In-Law,Shotgun,0,0,FBI
385,AL02900,Elmore,Sheriff,Elmore,Alabama,1980,November,1,Murder or Manslaughter,Yes,Male,37,Black,Not Hispanic,Female,34,Black,Not Hispanic,Common-Law Husband,Shotgun,0,0,FBI
386,AL02902,Tallassee,Municipal Police,Elmore,Alabama,1980,December,1,Murder or Manslaughter,Yes,Female,42,White,Hispanic,Male,43,White,Hispanic,Ex-Wife,Handgun,0,0,FBI
387,AL03001,Atmore,Municipal Police,Escambia,Alabama,1980,April,1,Murder or Manslaughter,Yes,Male,45,White,Not Hispanic,Male,39,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
388,AL03002,Brewton,Municipal Police,Escambia,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,41,White,Not Hispanic,Male,35,White,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
389,AL03101,Attalla,Municipal Police,Etowah,Alabama,1980,May,1,Murder or Manslaughter,Yes,Male,34,Black,Not Hispanic,Male,20,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
390,AL03101,Attalla,Municipal Police,Etowah,Alabama,1980,August,1,Murder or Manslaughter,Yes,Male,55,White,Unknown,Male,47,White,Unknown,Acquaintance,Blunt Object,0,0,FBI
391,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,February,1,Murder or Manslaughter,Yes,Female,36,Black,Not Hispanic,Male,41,Black,Not Hispanic,Wife,Knife,0,0,FBI
392,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,March,1,Murder or Manslaughter,Yes,Male,23,White,Not Hispanic,Male,29,White,Not Hispanic,Stranger,Handgun,0,0,FBI
393,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,March,2,Murder or Manslaughter,Yes,Male,30,Black,Not Hispanic,Male,24,Black,Not Hispanic,Brother,Handgun,0,0,FBI
394,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,April,1,Murder or Manslaughter,Yes,Female,35,White,Not Hispanic,Male,45,White,Not Hispanic,Common-Law Wife,Firearm,0,0,FBI
395,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,June,1,Murder or Manslaughter,No,Female,29,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
396,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,June,2,Murder or Manslaughter,Yes,Male,25,White,Unknown,Male,48,White,Unknown,Son,Handgun,0,0,FBI
397,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,June,3,Murder or Manslaughter,Yes,Female,52,Black,Unknown,Male,76,Black,Unknown,Common-Law Wife,Handgun,0,0,FBI
398,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,June,4,Murder or Manslaughter,Yes,Female,40,Black,Unknown,Male,65,Black,Unknown,Acquaintance,Handgun,0,0,FBI
399,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,September,1,Murder or Manslaughter,Yes,Male,24,Black,Unknown,Male,20,Black,Unknown,Acquaintance,Knife,0,0,FBI
400,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,September,2,Murder or Manslaughter,No,Male,24,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,0,FBI
401,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,October,1,Murder or Manslaughter,Yes,Male,31,Black,Unknown,Female,39,Black,Unknown,Common-Law Husband,Handgun,0,0,FBI
402,AL03102,Gadsden,Municipal Police,Etowah,Alabama,1980,November,1,Murder or Manslaughter,Yes,Male,24,White,Unknown,Male,34,White,Unknown,Acquaintance,Shotgun,0,0,FBI
403,AL03200,Fayette,Sheriff,Fayette,Alabama,1980,September,1,Murder or Manslaughter,No,Female,25,Black,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,1,FBI
404,AL03201,Fayette,Municipal Police,Fayette,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,47,Black,Not Hispanic,Male,29,Black,Not Hispanic,Acquaintance,Handgun,0,0,FBI
405,AL03300,Franklin,Sheriff,Franklin,Alabama,1980,April,1,Murder or Manslaughter,Yes,Male,35,White,Unknown,Female,26,White,Unknown,Husband,Handgun,0,0,FBI
406,AL03303,Red Bay,Municipal Police,Franklin,Alabama,1980,August,1,Murder or Manslaughter,Yes,Male,31,White,Not Hispanic,Male,37,White,Not Hispanic,Brother,Handgun,0,0,FBI
407,AL03400,Geneva,Sheriff,Geneva,Alabama,1980,April,1,Murder or Manslaughter,Yes,Male,29,Black,Not Hispanic,Female,30,Black,Not Hispanic,Husband,Handgun,0,0,FBI
408,AL03500,Greene,Sheriff,Greene,Alabama,1980,January,1,Murder or Manslaughter,Yes,Male,25,Black,Unknown,Female,28,Black,Unknown,Acquaintance,Knife,0,0,FBI
409,AL03500,Greene,Sheriff,Greene,Alabama,1980,March,1,Murder or Manslaughter,Yes,Female,31,Black,Unknown,Male,32,Black,Unknown,Wife,Shotgun,0,0,FBI
410,AL03800,Houston,Sheriff,Houston,Alabama,1980,March,1,Murder or Manslaughter,Yes,Male,23,Black,Not Hispanic,Male,37,Black,Not Hispanic,Acquaintance,Knife,0,0,FBI
411,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,March,1,Murder or Manslaughter,Yes,Male,46,Black,Unknown,Female,17,Black,Unknown,Boyfriend,Handgun,0,0,FBI
412,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,19,Black,Not Hispanic,Male,26,Black,Not Hispanic,Stranger,Knife,0,0,FBI
413,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,July,2,Murder or Manslaughter,Yes,Male,29,Black,Not Hispanic,Male,31,Black,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
414,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,August,1,Murder or Manslaughter,Yes,Female,27,Black,Not Hispanic,Male,31,Black,Not Hispanic,Common-Law Wife,Strangulation,0,0,FBI
415,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,November,1,Murder or Manslaughter,Yes,Female,47,White,Not Hispanic,Male,19,White,Not Hispanic,Mother,Blunt Object,0,0,FBI
416,AL03801,Dothan,Municipal Police,Houston,Alabama,1980,December,1,Murder or Manslaughter,Yes,Male,45,Black,Not Hispanic,Female,32,Black,Not Hispanic,Boyfriend,Knife,0,0,FBI
417,AL03900,Jackson,Sheriff,Jackson,Alabama,1980,July,1,Murder or Manslaughter,Yes,Female,50,White,Unknown,Male,32,White,Unknown,Stranger,Drowning,0,1,FBI
418,AL03900,Jackson,Sheriff,Jackson,Alabama,1980,August,1,Murder or Manslaughter,Yes,Male,20,White,Unknown,Male,54,White,Unknown,Son,Rifle,0,0,FBI
419,AL03900,Jackson,Sheriff,Jackson,Alabama,1980,September,1,Murder or Manslaughter,Yes,Female,37,White,Unknown,Male,47,White,Unknown,Wife,Handgun,0,0,FBI
420,AL03900,Jackson,Sheriff,Jackson,Alabama,1980,October,1,Murder or Manslaughter,Yes,Male,50,White,Unknown,Male,32,White,Unknown,Acquaintance,Blunt Object,0,4,FBI
421,AL03901,Scottsboro,Municipal Police,Jackson,Alabama,1980,May,1,Murder or Manslaughter,Yes,Male,29,Black,Not Hispanic,Male,26,Black,Not Hispanic,Neighbor,Shotgun,0,1,FBI
422,AL04000,Lamar,Sheriff,Lamar,Alabama,1980,June,1,Murder or Manslaughter,Yes,Male,35,Black,Unknown,Male,49,Black,Unknown,Acquaintance,Handgun,0,0,FBI
423,AL04100,Lauderdale,Sheriff,Lauderdale,Alabama,1980,January,1,Murder or Manslaughter,Yes,Male,37,White,Not Hispanic,Male,36,White,Not Hispanic,Acquaintance,Shotgun,0,0,FBI
424,AL04100,Lauderdale,Sheriff,Lauderdale,Alabama,1980,February,1,Murder or Manslaughter,Yes,Male,45,White,Not Hispanic,Female,22,White,Not Hispanic,Acquaintance,Blunt Object,0,2,FBI
425,AL04100,Lauderdale,Sheriff,Lauderdale,Alabama,1980,March,1,Murder or Manslaughter,Yes,Male,64,White,Not Hispanic,Male,33,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
426,AL04100,Lauderdale,Sheriff,Lauderdale,Alabama,1980,April,1,Murder or Manslaughter,Yes,Male,30,White,Unknown,Male,32,White,Unknown,Acquaintance,Shotgun,0,0,FBI
427,AL04100,Lauderdale,Sheriff,Lauderdale,Alabama,1980,September,1,Murder or Manslaughter,Yes,Male,33,Black,Unknown,Male,45,Black,Unknown,Acquaintance,Handgun,0,0,FBI
428,AL04101,Florence,Municipal Police,Lauderdale,Alabama,1980,January,1,Murder or Manslaughter,Yes,Male,48,White,Unknown,Male,39,Black,Unknown,Stranger,Handgun,0,0,FBI
429,AL04101,Florence,Municipal Police,Lauderdale,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,19,White,Unknown,Male,14,White,Unknown,Acquaintance,Handgun,0,0,FBI
430,AL04101,Florence,Municipal Police,Lauderdale,Alabama,1980,July,2,Murder or Manslaughter,Yes,Male,41,White,Unknown,Female,33,White,Unknown,Ex-Husband,Handgun,0,0,FBI
431,AL04101,Florence,Municipal Police,Lauderdale,Alabama,1980,August,1,Murder or Manslaughter,Yes,Female,35,White,Unknown,Male,39,White,Unknown,Ex-Wife,Handgun,0,0,FBI
432,AL04101,Florence,Municipal Police,Lauderdale,Alabama,1980,August,2,Murder or Manslaughter,Yes,Male,69,Black,Unknown,Male,26,Black,Unknown,Stranger,Shotgun,0,1,FBI
433,AL04200,Lawrence,Sheriff,Lawrence,Alabama,1980,March,1,Murder or Manslaughter,Yes,Female,82,Black,Not Hispanic,Male,26,Black,Not Hispanic,Family,Strangulation,1,0,FBI
434,AL04200,Lawrence,Sheriff,Lawrence,Alabama,1980,March,1,Murder or Manslaughter,Yes,Female,65,Black,Not Hispanic,Male,26,Black,Not Hispanic,Family,Strangulation,1,0,FBI
435,AL04200,Lawrence,Sheriff,Lawrence,Alabama,1980,May,1,Murder or Manslaughter,Yes,Male,49,White,Not Hispanic,Male,54,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
436,AL04200,Lawrence,Sheriff,Lawrence,Alabama,1980,May,2,Murder or Manslaughter,Yes,Female,32,Black,Not Hispanic,Male,58,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
437,AL04200,Lawrence,Sheriff,Lawrence,Alabama,1980,May,3,Murder or Manslaughter,Yes,Female,37,White,Not Hispanic,Male,48,White,Not Hispanic,Common-Law Wife,Blunt Object,0,0,FBI
438,AL04200,Lawrence,Sheriff,Lawrence,Alabama,1980,June,1,Murder or Manslaughter,Yes,Male,51,White,Not Hispanic,Male,32,White,Not Hispanic,Friend,Handgun,0,0,FBI
439,AL04300,Lee,Sheriff,Lee,Alabama,1980,August,1,Murder or Manslaughter,Yes,Male,35,White,Unknown,Female,29,White,Unknown,Husband,Handgun,0,0,FBI
440,AL04301,Auburn,Municipal Police,Lee,Alabama,1980,March,1,Murder or Manslaughter,Yes,Male,29,White,Not Hispanic,Female,22,White,Not Hispanic,Husband,Shotgun,0,0,FBI
441,AL04301,Auburn,Municipal Police,Lee,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,28,White,Not Hispanic,Male,21,White,Not Hispanic,In-Law,Blunt Object,0,0,FBI
442,AL04302,Opelika,Municipal Police,Lee,Alabama,1980,June,1,Manslaughter by Negligence,Yes,Male,36,Black,Not Hispanic,Male,46,White,Not Hispanic,Acquaintance,Handgun,0,0,FBI
443,AL04302,Opelika,Municipal Police,Lee,Alabama,1980,July,1,Murder or Manslaughter,Yes,Male,38,White,Not Hispanic,Male,25,White,Not Hispanic,Acquaintance,Blunt Object,0,0,FBI
444,AL04302,Opelika,Municipal Police,Lee,Alabama,1980,August,1,Murder or Manslaughter,Yes,Male,58,Black,Unknown,Male,58,Black,Unknown,Acquaintance,Shotgun,0,0,FBI
445,AL04400,Limestone,Sheriff,Limestone,Alabama,1980,September,1,Murder or Manslaughter,Yes,Male,22,White,Not Hispanic,Male,33,White,Not Hispanic,Acquaintance,Shotgun,0,5,FBI
446,AL04400,Limestone,Sheriff,Limestone,Alabama,1980,November,1,Murder or Manslaughter,No,Male,33,White,Not Hispanic,Unknown,0,Unknown,Unknown,Stranger,Knife,0,2,FBI
447,AL04401,Athens,Municipal Police,Limestone,Alabama,1980,January,1,Murder or Manslaughter,No,Female,27,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Handgun,0,0,FBI
448,AL04401,Athens,Municipal Police,Limestone,Alabama,1980,August,1,Murder or Manslaughter,Yes,Female,29,Black,Unknown,Male,35,Black,Unknown,Common-Law Wife,Knife,0,0,FBI
449,AL04500,Lowndes,Sheriff,Lowndes,Alabama,1980,January,1,Murder or Manslaughter,Yes,Female,27,Black,Unknown,Male,30,Black,Unknown,Wife,Shotgun,0,0,FBI
450,AL04601,Tuskegee,Municipal Police,Macon,Alabama,1980,July,1,Murder or Manslaughter,Yes,Female,20,Black,Unknown,Male,21,Black,Unknown,Acquaintance,Handgun,0,0,FBI
451,AL04601,Tuskegee,Municipal Police,Macon,Alabama,1980,July,2,Murder or Manslaughter,Yes,Male,21,Black,Unknown,Female,21,Black,Unknown,Husband,Shotgun,0,0,FBI
452,AL04700,Madison,Sheriff,Madison,Alabama,1980,October,1,Murder or Manslaughter,Yes,Female,82,White,Not Hispanic,Male,27,Black,Not Hispanic,Unknown,Knife,0,0,FBI
453,AL04701,Huntsville,Municipal Police,Madison,Alabama,1980,January,1,Murder or Manslaughter,Yes,Female,42,White,Unknown,Male,36,White,Unknown,Ex-Wife,Handgun,1,0,FBI
454,AL04701,Huntsville,Municipal Police,Madison,Alabama,1980,March,2,Murder or Manslaughter,Yes,Male,38,White,Unknown,Male,23,White,Unknown,Acquaintance,Handgun,1,0,FBI
455,AL04701,Huntsville,Municipal Police,Madison,Alabama,1980,January,1,Murder or Manslaughter,Yes,Female,36,White,Unknown,Male,36,White,Unknown,Ex-Wife,Handgun,1,0,FBI
456,AL04701,Huntsville,Municipal Police,Madison,Alabama,1980,February,1,Murder or Manslaughter,Yes,Male,44,White,Unknown,Female,32,White,Unknown,Husband,Handgun,0,0,FBI
457,AL04701,Huntsville,Municipal Police,Madison,Alabama,1980,February,2,Murder or Manslaughter,Yes,Male,24,White,Unknown,Male,32,White,Unknown,Acquaintance,Handgun,0,0,FBI
